timestamp,placa,confiabilidade,ID
2024-02-23 17:08:27,QUP6C94,0.773223,saida
2024-02-22 10:51:40,DDS6I83,0.803571,saida
2024-02-20 13:14:00,RUF8B95,0.801022,saida
2024-02-29 09:10:32,FXQ9D04,0.778763,saida
2024-03-04 06:19:07,FAD9G45,0.787673,saida
2024-02-23 12:16:42,ETD2569,0.771010,saida
2024-03-15 09:12:48,GFS1C78,0.778919,saida
2024-02-28 18:01:44,FUZ2500,0.731069,saida
2024-03-19 07:34:31,FZU8H14,0.819307,saida
2024-03-08 09:18:26,FZO2303,0.702289,saida
2024-03-18 14:23:12,DBV8C67,0.724264,saida
2024-02-16 16:04:10,GID2690,0.742445,saida
2024-02-28 14:33:17,EIR2281,0.752949,saida
2024-03-05 18:00:22,AXN0524,0.822073,saida
2024-02-16 16:37:11,FSE9E75,0.828530,saida
2024-02-23 06:29:12,FCJ5D84,0.731829,saida
2024-02-15 06:43:46,EUQ9A02,0.782833,saida
2024-02-21 02:14:50,FCC065,0.700610,saida
2024-03-04 14:43:31,GGP6D39,0.755897,saida
2024-03-11 17:09:32,GJC5G25,0.823930,saida
2024-02-18 14:03:59,SCJ3B54,0.759417,saida
2024-02-21 18:15:30,PXW6D67,0.820130,saida
2024-03-19 13:12:33,FNK0B71,0.823782,saida
2024-03-05 19:40:08,CCU0E86,0.785977,saida
2024-02-28 13:57:03,EIW4670,0.795283,saida
2024-02-23 17:34:25,TX1732,0.740087,saida
2024-02-18 06:14:21,EAD3B01,0.846913,saida
2024-02-17 11:37:22,SA0PEDR0,0.704829,saida
2024-03-12 21:14:05,CSK7E96,0.796229,saida
2024-02-23 08:29:36,EUX4D02,0.834322,saida
2024-03-05 15:14:50,FZO2303,0.735662,saida
2024-02-22 17:05:29,EYN2B63,0.798096,saida
2024-02-22 18:20:05,GGO8A10,0.743764,saida
2024-03-11 22:56:40,FOG3J52,0.777917,saida
2024-03-05 13:44:13,FBP7C15,0.788617,saida
2024-03-13 18:15:01,DTQ8H63,0.812411,saida
2024-03-14 19:26:36,LSW6B27,0.821877,saida
2024-02-22 07:45:45,FGT1F48,0.765508,saida
2024-03-04 14:36:32,ENY2G59,0.762738,saida
2024-02-24 12:54:53,LSW6B27IN,0.717937,saida
2024-03-01 16:48:25,EDS2651,0.705963,saida
2024-02-23 06:13:21,GEY8H29,0.796537,saida
2024-02-20 08:02:28,DTQ8H63,0.846324,saida
2024-02-25 07:25:45,FWE4268,0.776105,saida
2024-03-13 10:13:06,NZ7635,0.732478,saida
2024-03-11 14:28:21,GGJ2A91,0.755704,saida
2024-03-15 17:07:49,EPF0C34,0.804697,saida
2024-02-14 18:08:12,DKR3I34,0.773962,saida
2024-02-28 20:39:05,FVW2835,0.787640,saida
2024-02-20 18:23:10,EDY4975,0.745431,saida
2024-03-02 08:32:44,FBU1803,0.708173,saida
2024-03-03 05:47:26,FYZ2B73,0.791603,saida
2024-03-10 13:56:40,OYG1E02,0.774934,saida
2024-02-23 13:09:20,FXQ9H23,0.826898,saida
2024-02-26 18:12:03,GAGC98,0.771058,saida
2024-02-17 11:14:47,F066I5,0.713784,saida
2024-03-11 08:15:35,FZO2303,0.762157,saida
2024-02-18 14:03:41,SCJ3B54,0.800680,saida
2024-02-17 06:25:29,FAD9G45,0.812574,saida
2024-02-22 17:53:24,EJU8685,0.752618,saida
2024-02-16 17:05:40,ETO1G92,0.816724,saida
2024-02-23 16:38:50,GAJ6I83,0.794346,saida
2024-03-18 15:43:04,FWA7C67,0.776724,saida
2024-02-21 18:11:27,ONR0D91,0.767073,saida
2024-02-26 12:04:42,FUW5H85,0.813137,saida
2024-03-05 10:41:23,FZO2303,0.734536,saida
2024-02-20 06:09:29,DEU4J56,0.783807,saida
2024-02-26 15:04:46,ENY2659,0.747269,saida
2024-03-18 11:29:47,FUG6C50,0.750762,saida
2024-03-07 06:12:58,FET0E67,0.813803,saida
2024-03-12 21:09:27,GP7203,0.706287,saida
2024-03-07 22:48:04,EJDA86,0.759599,saida
2024-02-23 17:18:22,GHT2470,0.799590,saida
2024-03-09 06:03:02,STQ5D39,0.712865,saida
2024-03-13 18:30:22,STJ1B10,0.705226,saida
2024-03-11 15:52:16,FYU9677,0.805860,saida
2024-02-23 17:32:58,NRQ6967,0.710103,saida
2024-02-17 14:43:38,GHK9G56,0.774230,saida
2024-02-27 17:01:59,FSQ1I89,0.760060,saida
2024-02-26 04:50:07,SCJ3B54,0.813913,saida
2024-03-19 15:53:36,FGH4B45,0.786711,saida
2024-02-29 08:43:59,DKR3I34,0.800967,saida
2024-02-21 16:24:24,SA0PEDRO,0.732895,saida
2024-02-15 08:09:07,FPG6597,0.772351,saida
2024-02-16 17:07:31,SGA7A93,0.849275,saida
2024-03-06 17:22:07,FVS3I02,0.830241,saida
2024-03-05 14:47:24,AUK8686,0.731701,saida
2024-02-19 18:12:55,EGR2J68,0.792955,saida
2024-03-07 11:59:24,GDG2968,0.747862,saida
2024-03-06 08:58:32,FZC2303,0.744527,saida
2024-02-20 06:13:55,FYZ2B73,0.772000,saida
2024-03-05 14:40:41,QUW7E88,0.845953,saida
2024-03-08 09:16:59,2FZ02,0.732130,saida
2024-03-04 15:25:28,FQU9B37,0.773575,saida
2024-02-19 14:14:33,GGY6008,0.736519,saida
2024-03-06 18:09:50,AWF2750,0.732803,saida
2024-02-29 17:25:30,GFN6J96,0.794713,saida
2024-02-23 14:25:42,DHV8D77,0.844006,saida
2024-03-08 05:49:20,FKK5D11,0.711565,saida
2024-03-15 16:53:21,FRD7E54,0.792971,saida
2024-03-18 19:50:28,EXM0H01,0.804430,saida
2024-02-18 13:57:15,SCJ3B54,0.783571,saida
2024-03-06 17:29:17,FZO2303,0.721832,saida
2024-02-15 09:15:24,GED9I95,0.781706,saida
2024-03-11 09:20:19,FNT2G37,0.798981,saida
2024-02-24 16:47:51,ECV7H52,0.778838,saida
2024-03-09 22:50:14,EFR4253,0.740799,saida
2024-02-20 08:00:43,ERC8280,0.766305,saida
2024-03-05 13:57:41,GHC1J40,0.804643,saida
2024-02-26 18:13:00,SWU9A86,0.792960,saida
2024-02-22 18:21:10,QPY7F32,0.798739,saida
2024-02-21 18:19:40,DVH9H09,0.765632,saida
2024-03-08 17:32:20,DKR6335,0.708226,saida
2024-02-14 14:47:19,GFR6E95,0.728149,saida
2024-02-27 12:28:02,DTQ8H63,0.842818,saida
2024-03-05 13:36:42,OTQ2122,0.709615,saida
2024-03-15 16:06:45,BVO7904,0.751656,saida
2024-02-15 10:41:09,EF2035,0.752277,saida
2024-02-26 14:10:17,FZJ2886,0.795411,saida
2024-03-11 17:51:22,ENY5264,0.797004,saida
2024-03-08 15:53:55,DTQ1773,0.811328,saida
2024-03-13 17:51:58,BIU8B02,0.809255,saida
2024-02-23 14:56:54,GAK2D96,0.821684,saida
2024-02-29 15:32:22,FNW3A56,0.835584,saida
2024-03-15 11:16:08,FUW8J29,0.784413,saida
2024-02-22 18:21:40,FPA4809,0.710525,saida
2024-03-10 11:38:32,OZD3J34,0.825554,saida
2024-03-08 09:03:57,F18423,0.762880,saida
2024-03-14 17:46:18,CNT4657,0.745761,saida
2024-03-18 15:53:43,ERB7652,0.780367,saida
2024-02-26 16:24:43,FRJ4229,0.765075,saida
2024-02-19 15:13:33,ETX4D88,0.849471,saida
2024-02-23 17:15:56,BYR9I72,0.759878,saida
2024-02-20 17:08:55,GJI2955,0.776272,saida
2024-03-15 17:22:21,FTO7160,0.703324,saida
2024-03-10 12:09:03,FFB0A38,0.729829,saida
2024-02-22 09:25:43,FIH8423,0.816929,saida
2024-03-06 18:02:17,DBU4761,0.709676,saida
2024-03-13 09:16:13,QCD2I84,0.800925,saida
2024-02-16 11:34:42,ELE9J42,0.804600,saida
2024-03-05 17:40:40,EEB6I36,0.752213,saida
2024-02-19 07:46:48,QOO6G36,0.772006,saida
2024-02-26 18:11:42,ERP9960,0.732214,saida
2024-02-18 14:03:39,SCJ3B54,0.784180,saida
2024-02-29 17:52:45,SO5827,0.730563,saida
2024-02-23 17:28:57,GGO8A10,0.765268,saida
2024-02-19 06:12:15,FBP6989,0.732664,saida
2024-03-13 17:37:04,HOG1I88,0.835232,saida
2024-03-11 19:48:09,CUG3I26,0.733823,saida
2024-02-19 18:11:37,FSO5827,0.710721,saida
2024-03-05 15:28:50,EZU3E65,0.769036,saida
2024-03-18 17:01:56,AQB9C63,0.815192,saida
2024-03-05 15:42:28,RTS8J69,0.769024,saida
2024-03-14 17:01:12,GID2690,0.744456,saida
2024-03-07 16:28:10,RTG9B28,0.817751,saida
2024-03-06 17:26:41,FZO2303,0.711832,saida
2024-02-26 04:51:14,SCJ3B54,0.827299,saida
2024-02-22 08:20:00,FXO1I34,0.823553,saida
2024-02-16 16:40:09,FSQ1I89,0.779370,saida
2024-02-19 11:15:35,EXW4766,0.750362,saida
2024-03-13 06:28:24,ECG1H33,0.742059,saida
2024-02-22 14:43:19,LGHC1J40I,0.726734,saida
2024-02-20 16:38:21,EWV0473,0.761648,saida
2024-02-24 14:59:12,AXN0524,0.814563,saida
2024-02-27 17:03:48,EVX0626,0.771026,saida
2024-03-14 18:19:22,EWO9J79,0.701014,saida
2024-02-20 18:05:40,DVE3A16,0.736026,saida
2024-02-20 18:16:34,FZG5C74,0.789492,saida
2024-02-22 06:22:27,DMI4G82,0.764890,saida
2024-02-17 15:26:17,DEU4J56,0.732752,saida
2024-02-28 14:41:36,QUJ7H65,0.843482,saida
2024-02-20 07:05:59,GJL3033,0.741999,saida
2024-03-10 18:17:07,EEV4728,0.742317,saida
2024-03-04 17:25:23,DRK2J08,0.777776,saida
2024-03-12 09:46:24,FIH8423,0.828283,saida
2024-03-19 06:39:23,FHD5470,0.788629,saida
2024-03-04 18:06:57,SFS8B05,0.758015,saida
2024-03-06 13:49:32,OTQ2122,0.737568,saida
2024-02-20 12:31:52,QUP6C94,0.765443,saida
2024-02-17 17:52:20,GDV3F86,0.780342,saida
2024-03-04 20:26:52,LSW6B27,0.813207,saida
2024-02-19 16:16:52,EFR3572,0.807781,saida
2024-02-23 10:33:17,ONO2964,0.722464,saida
2024-03-09 13:35:30,GAO8H21,0.783420,saida
2024-03-13 14:42:41,CWZ3706,0.786865,saida
2024-03-05 11:38:20,QNN6E62,0.807087,saida
2024-02-28 13:50:05,BYX4C78,0.779142,saida
2024-02-26 04:51:00,SCJ3B54,0.805571,saida
2024-02-19 18:04:02,GIS8C28,0.824719,saida
2024-02-27 11:44:58,EDS3701,0.719714,saida
2024-03-15 20:25:25,PYO5I79,0.742014,saida
2024-02-15 11:54:52,BUD2357,0.751965,saida
2024-03-07 18:13:28,FPA4809,0.704476,saida
2024-03-19 14:35:25,FXZ7B08,0.758168,saida
2024-03-07 18:09:33,EBM7359,0.764024,saida
2024-02-26 04:50:14,SCJ3B54,0.808219,saida
2024-03-11 23:46:51,GDL4G15,0.753818,saida
2024-02-16 15:29:07,GJI2955,0.774589,saida
2024-02-14 17:15:22,FRJ4229,0.828216,saida
2024-02-19 11:29:50,FFX0H42,0.838428,saida
2024-03-04 05:18:22,HNK9A79,0.748634,saida
2024-03-13 21:55:26,8N60N,0.701656,saida
2024-03-06 12:50:42,FXQ9H23,0.822143,saida
2024-03-05 08:32:07,FZO2303,0.764359,saida
2024-02-20 17:24:11,FSQ1I89,0.772482,saida
2024-02-23 17:10:26,GEP5J28,0.826080,saida
2024-03-14 21:20:06,DEU4J56,0.805852,saida
2024-03-05 12:49:04,GA0PEDR0,0.768134,saida
2024-02-16 16:10:06,EVX0626,0.766148,saida
2024-02-21 18:11:43,CDR3I06,0.760545,saida
2024-03-05 08:32:27,FZO2303,0.757110,saida
2024-03-04 15:44:40,DPE6E89,0.831963,saida
2024-02-23 17:06:42,SFS8B05,0.819999,saida
2024-03-07 17:36:58,EKP2525,0.762058,saida
2024-03-11 14:20:40,RTS8J69,0.838389,saida
2024-02-23 10:35:57,PWN4494,0.774742,saida
2024-02-23 19:54:47,FEF3F03,0.837715,saida
2024-02-28 18:06:55,FCU9B25,0.715391,saida
2024-02-26 04:48:38,SCJ3B54,0.818116,saida
2024-03-18 17:07:06,DGF3264,0.726830,saida
2024-03-02 14:30:21,FTH3I59,0.808517,saida
2024-02-19 18:09:18,DVH9H09,0.704306,saida
2024-02-18 06:34:47,GAN2912,0.748895,saida
2024-02-23 07:54:08,BZL8A03,0.755629,saida
2024-03-19 14:09:34,FHY2770,0.770211,saida
2024-02-17 14:36:01,FQY1I14,0.785239,saida
2024-02-22 18:18:42,GFN8G97,0.710071,saida
2024-02-16 16:02:49,CHD7A80,0.828599,saida
2024-02-16 18:39:42,RHF3H84,0.804948,saida
2024-02-14 17:38:31,FFX0H42,0.779455,saida
2024-03-17 06:59:15,OXB6H72,0.758238,saida
2024-02-23 12:27:59,AXM5B78,0.816341,saida
2024-03-11 17:09:41,CHD7A80,0.798438,saida
2024-02-27 17:03:48,EVX0626,0.800415,saida
2024-03-11 15:52:16,FYU9677,0.806017,saida
2024-03-19 15:15:16,RJC6B94,0.784509,saida
2024-03-08 08:42:26,DBM1E55,0.827439,saida
2024-03-12 16:40:31,GAK3E11,0.802788,saida
2024-03-18 18:08:18,EWJ2608,0.710739,saida
2024-02-21 17:58:19,FBP7705,0.806982,saida
2024-02-19 11:27:43,RTS8J69,0.817300,saida
2024-02-20 06:22:18,DGK4487,0.716045,saida
2024-02-17 09:59:24,PLO9E82,0.823989,saida
2024-03-12 15:02:29,EJU8685,0.781864,saida
2024-02-21 18:08:06,SALMERON,0.755634,saida
2024-02-18 14:02:38,SCJ3B54,0.805109,saida
2024-02-21 11:37:59,GFN6J96,0.815779,saida
2024-02-19 10:04:31,FSS9217,0.714566,saida
2024-02-23 17:15:45,GFH7E61,0.808925,saida
2024-02-26 18:08:05,EDE2937,0.811324,saida
2024-02-22 15:30:08,RME6D34,0.808201,saida
2024-02-27 09:03:41,DRK2J08,0.800724,saida
2024-02-28 15:41:23,QXX1B32,0.855082,saida
2024-02-14 16:21:11,BWK7H54,0.840025,saida
2024-02-26 20:21:12,RFL5A54,0.807006,saida
2024-03-01 17:22:08,FSO5827,0.759354,saida
2024-02-27 12:33:33,EVD3A25,0.854431,saida
2024-02-16 16:39:53,EKP2525,0.782043,saida
2024-03-18 01:52:00,FEF3F03,0.812621,saida
2024-03-04 18:06:57,SFS8B05,0.728007,saida
2024-02-20 18:02:36,EBM7359,0.744616,saida
2024-03-01 16:07:39,EVX0626,0.802155,saida
2024-03-11 14:25:27,ENY2G59,0.757577,saida
2024-03-05 08:44:21,FZG5C74,0.828135,saida
2024-02-22 07:32:46,GDC4J15,0.824334,saida
2024-03-10 18:13:01,OLO1D97,0.772815,saida
2024-03-09 23:10:53,SII4E92,0.776710,saida
2024-02-26 04:49:39,SCJ3B54,0.811305,saida
2024-03-01 16:19:41,SA0PEDR0,0.766505,saida
2024-03-05 18:00:36,BEN8F56,0.825435,saida
2024-03-06 22:12:32,GIL3F76,0.720646,saida
2024-03-05 18:13:45,ELW2I16,0.755776,saida
2024-03-01 16:08:40,CHD7A80,0.814917,saida
2024-03-10 09:39:12,GJC5G25,0.831778,saida
2024-02-16 17:13:49,GHT2470,0.780542,saida
2024-02-16 17:33:21,QNG6E60,0.812465,saida
2024-02-22 17:07:29,FYZ3059,0.731954,saida
2024-03-12 18:05:11,IVY6648,0.736158,saida
2024-03-15 17:14:17,FER1D24,0.738497,saida
2024-03-01 17:41:01,QUP6C94,0.767804,saida
2024-02-17 14:43:38,GHK9G56,0.799568,saida
2024-03-12 13:27:41,FZD2303,0.748984,saida
2024-03-04 07:51:44,DWE3A16,0.844124,saida
2024-02-26 04:50:32,SCJ3B54,0.805419,saida
2024-02-21 12:16:31,ETO1G92,0.766658,saida
2024-02-15 06:30:50,EWE7B83,0.787932,saida
2024-03-04 18:19:27,RHM8J55,0.737151,saida
2024-03-11 14:43:06,AUK8686,0.729751,saida
2024-02-20 18:56:54,Z60II,0.719300,saida
2024-03-08 15:59:15,AQB9C63,0.834132,saida
2024-03-15 17:51:05,EKG5J73,0.818443,saida
2024-03-04 17:20:37,JA3J84,0.787881,saida
2024-02-28 18:08:34,DYJ3090,0.726691,saida
2024-02-27 17:43:06,FVS3I02,0.812604,saida
2024-02-19 18:11:37,FSO5827,0.701271,saida
2024-03-13 11:07:52,FZY8F27,0.782278,saida
2024-03-11 20:30:31,GFJ0J27,0.739871,saida
2024-03-02 17:52:59,FUI7J83,0.782667,saida
2024-03-01 06:29:07,BZG9980,0.728032,saida
2024-02-20 18:22:50,DYG3F41,0.809303,saida
2024-02-16 15:48:55,STT1B84,0.826759,saida
2024-03-07 16:31:24,AUT4218,0.714996,saida
2024-02-16 17:36:54,FEQ8213,0.793289,saida
2024-02-28 18:08:51,FPX9D89,0.778121,saida
2024-03-05 17:58:38,FLA6410,0.706764,saida
2024-03-13 17:21:49,GCW6I26,0.772144,saida
2024-02-20 17:00:51,RTS8A65,0.839775,saida
2024-02-16 09:22:30,FOK2B95,0.770661,saida
2024-02-29 11:29:15,LYB3638,0.720016,saida
2024-03-01 10:04:19,FZO2303,0.770459,saida
2024-02-26 04:48:01,SCJ3B54,0.809147,saida
2024-02-16 16:53:20,GHC8G37,0.749497,saida
2024-02-29 16:09:52,DLF3H95,0.829087,saida
2024-03-04 16:56:12,EXB6B26,0.739661,saida
2024-03-06 13:36:10,CXT0I88,0.732784,saida
2024-02-23 17:09:20,FYU9677,0.765841,saida
2024-03-15 17:16:17,GIP7203,0.776237,saida
2024-02-18 14:03:25,SCJ3B54,0.786194,saida
2024-03-11 17:44:57,EDS2651,0.701021,saida
2024-02-15 14:53:32,FGL4F09,0.802342,saida
2024-03-01 17:22:08,FSO5827,0.732587,saida
2024-02-22 14:24:04,EXF4D45,0.789666,saida
2024-02-29 18:25:43,OTX011,0.711209,saida
2024-02-28 05:28:47,SCJ3B54,0.807147,saida
2024-03-19 13:55:54,GEK8E42,0.825232,saida
2024-02-24 14:27:19,FCR6H51,0.829577,saida
2024-02-15 18:12:21,DNA0I55,0.723977,saida
2024-02-27 09:42:24,FMU1540,0.748626,saida
2024-02-20 06:47:10,FTQ7J44,0.819230,saida
2024-02-26 18:06:29,EMA5B87,0.820984,saida
2024-03-01 19:46:24,0AX4B,0.726281,saida
2024-03-14 06:21:35,DBH6B02,0.785507,saida
2024-03-19 14:25:31,EYS9D13,0.836150,saida
2024-03-06 17:28:20,FZO2303,0.710691,saida
2024-02-17 05:50:21,CUN5F76,0.766045,saida
2024-02-22 11:09:07,EPW7I11,0.814576,saida
2024-03-12 06:58:23,GKA5G26,0.823373,saida
2024-03-15 15:27:31,FWA7C67,0.798801,saida
2024-03-13 17:07:45,STF2I26,0.840049,saida
2024-03-05 18:13:51,FVS4023,0.767231,saida
2024-02-27 18:13:27,DKR6335,0.749684,saida
2024-03-18 09:04:10,RGD1I90,0.772653,saida
2024-02-19 10:19:14,QCD2I84,0.776152,saida
2024-02-21 05:03:50,FPD9H86,0.785010,saida
2024-02-15 13:03:38,FNM2559,0.749631,saida
2024-02-18 14:03:29,SCJ3B54,0.798319,saida
2024-02-19 14:34:08,QXM9J91,0.806672,saida
2024-03-14 06:10:19,FET0E67,0.788761,saida
2024-02-16 17:30:08,DSQ7F71,0.860096,saida
2024-03-18 10:54:31,GIA9B42,0.777595,saida
2024-03-18 16:46:40,GAK3E11,0.841690,saida
2024-03-14 18:03:19,BEN8F56,0.747139,saida
2024-03-04 13:05:58,GAH4E33,0.823606,saida
2024-02-19 18:11:02,EHB7D27,0.817332,saida
2024-03-07 19:12:37,SVX4A34,0.872237,saida
2024-02-24 09:27:49,GEX3G26,0.715047,saida
2024-02-14 17:19:10,FJO8H65,0.830854,saida
2024-02-20 06:14:56,DFK4C71,0.797697,saida
2024-02-27 06:16:58,EZU9H77,0.805872,saida
2024-02-15 18:09:43,EUH9C58,0.810402,saida
2024-03-19 15:53:36,FGH4B45,0.770533,saida
2024-02-22 18:13:01,EN3407,0.756543,saida
2024-03-04 18:04:07,NIE6742,0.741910,saida
2024-02-22 06:15:54,EI6068,0.750650,saida
2024-03-08 15:58:37,DWE7583,0.749069,saida
2024-02-15 18:09:20,DSQ7F71,0.830893,saida
2024-03-06 14:10:06,EDS9498,0.726646,saida
2024-03-01 14:59:04,STT1B84,0.851035,saida
2024-02-21 12:07:23,ETD2569,0.793809,saida
2024-02-15 18:11:52,FWR2H56,0.758455,saida
2024-02-21 13:10:21,FUW5H85,0.740875,saida
2024-03-15 17:47:40,PUE6E81,0.845729,saida
2024-02-18 06:14:38,FJK2D44,0.839741,saida
2024-03-04 17:55:53,EDA8668,0.737305,saida
2024-02-21 18:46:54,EBM7359,0.739093,saida
2024-02-23 15:41:45,DRK0430,0.733862,saida
2024-02-22 17:30:09,FWX7E44,0.819485,saida
2024-03-01 08:06:17,DNZ8876,0.725243,saida
2024-03-15 08:38:00,DRI6G79,0.774006,saida
2024-02-26 04:50:24,SCJ3B54,0.814642,saida
2024-02-23 17:34:25,FTX1732,0.775241,saida
2024-02-26 13:35:51,GAO8H21,0.777707,saida
2024-03-05 08:41:38,FZG5C74,0.781060,saida
2024-02-14 17:06:38,EIQ1D65,0.810990,saida
2024-02-19 11:17:14,DRC7967,0.744987,saida
2024-02-16 15:37:13,GGX0434,0.754388,saida
2024-02-28 18:07:33,BEN8F56,0.826277,saida
2024-03-09 12:33:09,A0PEDR0,0.807628,saida
2024-03-06 06:13:06,FET0E67,0.747491,saida
2024-02-23 17:13:23,DTX0121,0.729675,saida
2024-02-14 18:15:11,DIK8G97,0.787092,saida
2024-03-05 08:39:24,FZO2303,0.808248,saida
2024-02-15 11:35:47,FPD4H07,0.764463,saida
2024-03-06 13:03:26,GJF9I79,0.736371,saida
2024-03-14 11:41:28,SUJ2F61,0.817888,saida
2024-03-14 16:33:01,ETM3059,0.781317,saida
2024-03-06 17:26:20,FZO2303,0.724672,saida
2024-02-19 18:03:09,FSC8C18,0.780562,saida
2024-02-28 07:44:17,FQG4E66,0.829379,saida
2024-03-11 08:56:29,ERT9J93,0.790375,saida
2024-02-22 13:15:25,GJB0C24,0.753015,saida
2024-02-25 18:23:36,GGI8I72,0.759552,saida
2024-03-08 12:29:38,KSWAGEN,0.734807,saida
2024-03-18 16:28:08,PWX9681,0.706078,saida
2024-02-18 14:03:05,SCJ3B54,0.803622,saida
2024-03-05 12:50:23,PUM9A27,0.768371,saida
2024-03-06 18:06:44,DWE3A16,0.840483,saida
2024-02-29 10:07:14,SHO7B57,0.810846,saida
2024-02-20 15:39:38,DPC6H85,0.846442,saida
2024-03-06 18:18:25,DTX0121,0.719526,saida
2024-02-29 19:59:26,GBS5F15,0.796885,saida
